2023-01-19 17:31:53 [INFO] ...are/nvim/site/pack/packer/start/nvim-gdb/lua/nvimgdb.lua:23: 	"New session gdb"
2023-01-19 17:31:53 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:53: 	{ "function ParserImpl.add_trans(", { {      handler = <function 1>,      matcher = "[\r\n]Continuing%."    }, {      handler = <function 2>,      matcher = "[\r\n]\26\26([^:]+):(%d+):%d+"    } }, "\26\26\26$", <function 3>, ")" }
2023-01-19 17:31:53 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:53: 	{ "function ParserImpl.add_trans(", {}, "%sBreakpoint %d+", <function 1>, ")" }
2023-01-19 17:31:53 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:53: 	{ "function ParserImpl.add_trans(", { {      handler = <function 1>,      matcher = "%sBreakpoint %d+"    } }, "%sTemporary breakpoint %d+", <function 1>, ")" }
2023-01-19 17:31:53 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:53: 	{ "function ParserImpl.add_trans(", { {      handler = <function 1>,      matcher = "%sBreakpoint %d+"    }, {      handler = <function 1>,      matcher = "%sTemporary breakpoint %d+"    } }, "[\r\n]\26\26([^:]+):(%d+):%d+", <function 2>, ")" }
2023-01-19 17:31:53 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:53: 	{ "function ParserImpl.add_trans(", { {      handler = <function 1>,      matcher = "%sBreakpoint %d+"    }, {      handler = <function 1>,      matcher = "%sTemporary breakpoint %d+"    }, {      handler = <function 2>,      matcher = "[\r\n]\26\26([^:]+):(%d+):%d+"    } }, "\26\26\26$", <function 1>, ")" }
2023-01-19 17:31:53 [INFO] ...are/nvim/site/pack/packer/start/nvim-gdb/lua/nvimgdb.lua:26: 	{ "Tabpage", 1 }
2023-01-19 17:31:53 [INFO] ...are/nvim/site/pack/packer/start/nvim-gdb/lua/nvimgdb.lua:31: 	"Calling nvimgdb#GlobalInit()"
2023-01-19 17:31:53 [DEBUG] ...nvim/site/pack/packer/start/nvim-gdb/lua/nvimgdb/app.lua:89: 	{ "function App:postinit()" }
2023-01-19 17:31:53 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/client.lua:80: 	{ "function Client:start()" }
2023-01-19 17:31:53 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/config.lua:192: 	{ "function Config:get_or(", "sticky_dbg_buf", true, ")" }
2023-01-19 17:31:53 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/config.lua:183: 	{ "function Config:get(", "sticky_dbg_buf", ")" }
2023-01-19 17:31:53 [DEBUG] .../site/pack/packer/start/nvim-gdb/lua/nvimgdb/keymaps.lua:118: 	{ "function Keymaps:dispatch_set_t()" }
2023-01-19 17:31:53 [DEBUG] .../site/pack/packer/start/nvim-gdb/lua/nvimgdb/keymaps.lua:98: 	{ "function Keymaps:_dispatch(", "set_tkeymaps", ")" }
2023-01-19 17:31:53 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/config.lua:192: 	{ "function Config:get_or(", "set_tkeymaps", <function 1>, ")" }
2023-01-19 17:31:53 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/config.lua:183: 	{ "function Config:get(", "set_tkeymaps", ")" }
2023-01-19 17:31:53 [DEBUG] .../site/pack/packer/start/nvim-gdb/lua/nvimgdb/keymaps.lua:83: 	{ "function Keymaps:set_t()" }
2023-01-19 17:31:53 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/config.lua:183: 	{ "function Config:get(", "key_until", ")" }
2023-01-19 17:31:53 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/config.lua:183: 	{ "function Config:get(", "key_continue", ")" }
2023-01-19 17:31:53 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/config.lua:183: 	{ "function Config:get(", "key_next", ")" }
2023-01-19 17:31:53 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/config.lua:183: 	{ "function Config:get(", "key_step", ")" }
2023-01-19 17:31:53 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/config.lua:183: 	{ "function Config:get(", "key_finish", ")" }
2023-01-19 17:31:53 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/config.lua:183: 	{ "function Config:get(", "key_quit", ")" }
2023-01-19 17:31:53 [DEBUG] .../site/pack/packer/start/nvim-gdb/lua/nvimgdb/keymaps.lua:106: 	{ "function Keymaps:dispatch_set()" }
2023-01-19 17:31:53 [DEBUG] .../site/pack/packer/start/nvim-gdb/lua/nvimgdb/keymaps.lua:98: 	{ "function Keymaps:_dispatch(", "set_keymaps", ")" }
2023-01-19 17:31:53 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/config.lua:192: 	{ "function Config:get_or(", "set_keymaps", <function 1>, ")" }
2023-01-19 17:31:53 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/config.lua:183: 	{ "function Config:get(", "set_keymaps", ")" }
2023-01-19 17:31:53 [DEBUG] .../site/pack/packer/start/nvim-gdb/lua/nvimgdb/keymaps.lua:44: 	{ "function Keymaps:set()" }
2023-01-19 17:31:53 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/config.lua:183: 	{ "function Config:get(", "key_until", ")" }
2023-01-19 17:31:53 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/config.lua:183: 	{ "function Config:get(", "key_continue", ")" }
2023-01-19 17:31:53 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/config.lua:183: 	{ "function Config:get(", "key_next", ")" }
2023-01-19 17:31:53 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/config.lua:183: 	{ "function Config:get(", "key_step", ")" }
2023-01-19 17:31:53 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/config.lua:183: 	{ "function Config:get(", "key_finish", ")" }
2023-01-19 17:31:53 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/config.lua:183: 	{ "function Config:get(", "key_breakpoint", ")" }
2023-01-19 17:31:53 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/config.lua:183: 	{ "function Config:get(", "key_frameup", ")" }
2023-01-19 17:31:53 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/config.lua:183: 	{ "function Config:get(", "key_framedown", ")" }
2023-01-19 17:31:53 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/config.lua:183: 	{ "function Config:get(", "key_eval", ")" }
2023-01-19 17:31:53 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/config.lua:183: 	{ "function Config:get(", "key_eval", ")" }
2023-01-19 17:31:53 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/config.lua:183: 	{ "function Config:get(", "key_quit", ")" }
2023-01-19 17:31:53 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:125: 	{ "function ParserImpl:feed(", { "Reading symbols from \27[32ma.out\27[m...\r", "" }, ")" }
2023-01-19 17:31:53 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"Reading symbols from \27[32ma.out\27[m...\r"
2023-01-19 17:31:53 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	""
2023-01-19 17:31:53 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:144: 	{ "function ParserImpl:_delay_parsing(", 50, 32, ")" }
2023-01-19 17:31:53 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:125: 	{ "function ParserImpl:feed(", { "\27[?2004h(gdb) \26\26\26" }, ")" }
2023-01-19 17:31:53 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"\27[?2004h(gdb) \26\26\26"
2023-01-19 17:31:53 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:144: 	{ "function ParserImpl:_delay_parsing(", 50, 41, ")" }
2023-01-19 17:31:53 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:180: 	{ "function ParserImpl:delay_elapsed(", 32, ")" }
2023-01-19 17:31:53 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 9, ")" }
2023-01-19 17:31:53 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:180: 	{ "function ParserImpl:delay_elapsed(", 41, ")" }
2023-01-19 17:31:53 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 0, ")" }
2023-01-19 17:31:53 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:73: 	{ "function ParserImpl:_get_state_name()" }
2023-01-19 17:31:53 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:168: 	"prev state: running"
2023-01-19 17:31:53 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:114: 	{ "function ParserImpl:_query_b()" }
2023-01-19 17:31:53 [INFO] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:115: 	"_query_b"
2023-01-19 17:31:53 [DEBUG] ...ack/packer/start/nvim-gdb/lua/nvimgdb/parser_actions.lua:38: 	{ "function ParserActions:query_breakpoints()" }
2023-01-19 17:31:53 [DEBUG] ...nvim/site/pack/packer/start/nvim-gdb/lua/nvimgdb/win.lua:265: 	{ "function Win:query_breakpoints()" }
2023-01-19 17:31:53 [DEBUG] ...nvim/site/pack/packer/start/nvim-gdb/lua/nvimgdb/win.lua:71: 	{ "function Win:_has_jump_win()" }
2023-01-19 17:31:53 [DEBUG] ...te/pack/packer/start/nvim-gdb/lua/nvimgdb/breakpoint.lua:78: 	{ "function Breakpoint:query(", 1, "/home/lain/src/cp/sbor/regjan32/d5/b.cpp", ")" }
2023-01-19 17:31:53 [INFO] ...te/pack/packer/start/nvim-gdb/lua/nvimgdb/breakpoint.lua:79: 	"Query breakpoints for /home/lain/src/cp/sbor/regjan32/d5/b.cpp"
2023-01-19 17:31:53 [INFO] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/backend/gdb.lua:49: 	"Query breakpoints for /home/lain/src/cp/sbor/regjan32/d5/b.cpp"
2023-01-19 17:31:53 [DEBUG] ...im/site/pack/packer/start/nvim-gdb/lua/nvimgdb/proxy.lua:62: 	{ "function Proxy:query(", "handle-command info breakpoints", ")" }
2023-01-19 17:31:53 [INFO] ...im/site/pack/packer/start/nvim-gdb/lua/nvimgdb/proxy.lua:63: 	"Query handle-command info breakpoints"
2023-01-19 17:31:53 [DEBUG] ...im/site/pack/packer/start/nvim-gdb/lua/nvimgdb/proxy.lua:44: 	{ "function Proxy:_ensure_connected()" }
2023-01-19 17:31:53 [DEBUG] ...te/pack/packer/start/nvim-gdb/lua/nvimgdb/breakpoint.lua:33: 	{ "function Breakpoint:clear_signs()" }
2023-01-19 17:31:53 [DEBUG] ...te/pack/packer/start/nvim-gdb/lua/nvimgdb/breakpoint.lua:44: 	{ "function Breakpoint:_set_signs(", 1, ")" }
2023-01-19 17:31:53 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/config.lua:183: 	{ "function Config:get(", "sign_breakpoint_priority", ")" }
2023-01-19 17:31:53 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:73: 	{ "function ParserImpl:_get_state_name()" }
2023-01-19 17:31:53 [INFO] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:170: 	"new state: paused"
2023-01-19 17:31:53 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 0, ")" }
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:125: 	{ "function ParserImpl:feed(", { "r" }, ")" }
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"r"
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:144: 	{ "function ParserImpl:_delay_parsing(", 50, 42, ")" }
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:180: 	{ "function ParserImpl:delay_elapsed(", 42, ")" }
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 0, ")" }
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:125: 	{ "function ParserImpl:feed(", { "\r", "\27[?2004l\r" }, ")" }
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"\r"
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"\27[?2004l\r"
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:144: 	{ "function ParserImpl:_delay_parsing(", 50, 44, ")" }
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:125: 	{ "function ParserImpl:feed(", { "Starting program: \27[32m/home/lain/src/cp/sbor/regjan32/d5/a.out\27[m \r", "" }, ")" }
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"Starting program: \27[32m/home/lain/src/cp/sbor/regjan32/d5/a.out\27[m \r"
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	""
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:144: 	{ "function ParserImpl:_delay_parsing(", 50, 105, ")" }
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:180: 	{ "function ParserImpl:delay_elapsed(", 44, ")" }
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 61, ")" }
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:180: 	{ "function ParserImpl:delay_elapsed(", 105, ")" }
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 0, ")" }
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:125: 	{ "function ParserImpl:feed(", { "5 3\r", "1 3 2 5 6\r", "2 4 3\r", "2 4 1\r", "1 5 2" }, ")" }
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"5 3\r"
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"1 3 2 5 6\r"
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"2 4 3\r"
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"2 4 1\r"
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"1 5 2"
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:144: 	{ "function ParserImpl:_delay_parsing(", 50, 136, ")" }
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:180: 	{ "function ParserImpl:delay_elapsed(", 136, ")" }
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 0, ")" }
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:125: 	{ "function ParserImpl:feed(", { "[Thread debugging using libthread_db enabled]\r", 'Using host libthread_db library "\27[32m/usr/lib/libthread_db.so.1\27[m".\r', "" }, ")" }
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"[Thread debugging using libthread_db enabled]\r"
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	'Using host libthread_db library "\27[32m/usr/lib/libthread_db.so.1\27[m".\r'
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	""
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:144: 	{ "function ParserImpl:_delay_parsing(", 50, 245, ")" }
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:180: 	{ "function ParserImpl:delay_elapsed(", 245, ")" }
2023-01-19 17:31:58 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 0, ")" }
2023-01-19 17:31:59 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:125: 	{ "function ParserImpl:feed(", { "\r", "" }, ")" }
2023-01-19 17:31:59 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"\r"
2023-01-19 17:31:59 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	""
2023-01-19 17:31:59 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:144: 	{ "function ParserImpl:_delay_parsing(", 50, 247, ")" }
2023-01-19 17:31:59 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:180: 	{ "function ParserImpl:delay_elapsed(", 247, ")" }
2023-01-19 17:31:59 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 0, ")" }
2023-01-19 17:32:00 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:125: 	{ "function ParserImpl:feed(", { "^C" }, ")" }
2023-01-19 17:32:00 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"^C"
2023-01-19 17:32:00 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:144: 	{ "function ParserImpl:_delay_parsing(", 50, 249, ")" }
2023-01-19 17:32:00 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:125: 	{ "function ParserImpl:feed(", { "\r", "Program received signal SIGINT, Interrupt.\r", "" }, ")" }
2023-01-19 17:32:00 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"\r"
2023-01-19 17:32:00 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"Program received signal SIGINT, Interrupt.\r"
2023-01-19 17:32:00 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	""
2023-01-19 17:32:00 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:144: 	{ "function ParserImpl:_delay_parsing(", 50, 294, ")" }
2023-01-19 17:32:00 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:125: 	{ "function ParserImpl:feed(", { "\27[34m0x0000555555678138\27[m in \27[33mcmb\27[m (\27[36mx\27[m=std::vector of length 0, capacity 2, \27[36ml\27[m=std::vector of length 1, capacity 1 = {...}, \27[36mr\27[m=std::vector of length 1, capacity 1 = {...}) at \27[32m/home/lain/src/cp/sbor/regjan32/d5/b.cpp\27[m:21\r", "" }, ")" }
2023-01-19 17:32:00 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"\27[34m0x0000555555678138\27[m in \27[33mcmb\27[m (\27[36mx\27[m=std::vector of length 0, capacity 2, \27[36ml\27[m=std::vector of length 1, capacity 1 = {...}, \27[36mr\27[m=std::vector of length 1, capacity 1 = {...}) at \27[32m/home/lain/src/cp/sbor/regjan32/d5/b.cpp\27[m:21\r"
2023-01-19 17:32:00 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	""
2023-01-19 17:32:00 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:144: 	{ "function ParserImpl:_delay_parsing(", 50, 502, ")" }
2023-01-19 17:32:00 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:125: 	{ "function ParserImpl:feed(", { "\26\26/home/lain/src/cp/sbor/regjan32/d5/b.cpp:21:399:beg:0x555555678138\r", "" }, ")" }
2023-01-19 17:32:00 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"\26\26/home/lain/src/cp/sbor/regjan32/d5/b.cpp:21:399:beg:0x555555678138\r"
2023-01-19 17:32:00 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	""
2023-01-19 17:32:00 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:144: 	{ "function ParserImpl:_delay_parsing(", 50, 572, ")" }
2023-01-19 17:32:00 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:125: 	{ "function ParserImpl:feed(", { "\27[?2004h\27[?2004l\r\27[?2004h(gdb) \26\26\26" }, ")" }
2023-01-19 17:32:00 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:127: 	"\27[?2004h\27[?2004l\r\27[?2004h(gdb) \26\26\26"
2023-01-19 17:32:00 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:144: 	{ "function ParserImpl:_delay_parsing(", 50, 582, ")" }
2023-01-19 17:32:00 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:180: 	{ "function ParserImpl:delay_elapsed(", 249, ")" }
2023-01-19 17:32:00 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 333, ")" }
2023-01-19 17:32:00 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:180: 	{ "function ParserImpl:delay_elapsed(", 294, ")" }
2023-01-19 17:32:00 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 288, ")" }
2023-01-19 17:32:00 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:180: 	{ "function ParserImpl:delay_elapsed(", 502, ")" }
2023-01-19 17:32:00 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 80, ")" }
2023-01-19 17:32:00 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:180: 	{ "function ParserImpl:delay_elapsed(", 572, ")" }
2023-01-19 17:32:00 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:155: 	{ "function ParserImpl:_search(", 10, ")" }
2023-01-19 17:32:00 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:73: 	{ "function ParserImpl:_get_state_name()" }
2023-01-19 17:32:00 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:168: 	"prev state: paused"
2023-01-19 17:32:00 [DEBUG] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:97: 	{ "function ParserImpl:_paused_jump(", "/home/lain/src/cp/sbor/regjan32/d5/b.cpp", "21", ")" }
2023-01-19 17:32:00 [INFO] ...e/pack/packer/start/nvim-gdb/lua/nvimgdb/parser_impl.lua:98: 	"_paused_jump /home/lain/src/cp/sbor/regjan32/d5/b.cpp:21"
2023-01-19 17:32:00 [DEBUG] ...ack/packer/start/nvim-gdb/lua/nvimgdb/parser_actions.lua:31: 	{ "function ParserActions:jump_to_source(", "/home/lain/src/cp/sbor/regjan32/d5/b.cpp", 21, ")" }
2023-01-19 17:32:00 [INFO] ...nvim/site/pack/packer/start/nvim-gdb/lua/nvimgdb/win.lua:180: 	{ "function Win:jump(", "/home/lain/src/cp/sbor/regjan32/d5/b.cpp", 21, ")" }
2023-01-19 17:32:00 [DEBUG] ...nvim/site/pack/packer/start/nvim-gdb/lua/nvimgdb/win.lua:112: 	{ "function Win:_with_saved_mode(", <function 1>, ")" }
2023-01-19 17:32:00 [DEBUG] ...nvim/site/pack/packer/start/nvim-gdb/lua/nvimgdb/win.lua:122: 	{ "function Win:_ensure_jump_window()" }
2023-01-19 17:32:00 [DEBUG] ...nvim/site/pack/packer/start/nvim-gdb/lua/nvimgdb/win.lua:71: 	{ "function Win:_has_jump_win()" }
2023-01-19 17:32:00 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/client.lua:161: 	{ "function Client:get_buf()" }
2023-01-19 17:32:00 [DEBUG] ...nvim/site/pack/packer/start/nvim-gdb/lua/nvimgdb/win.lua:97: 	{ "function Win:_with_saved_win(", false, <function 1>, ")" }
2023-01-19 17:32:00 [DEBUG] .../site/pack/packer/start/nvim-gdb/lua/nvimgdb/keymaps.lua:24: 	{ "function Keymaps:set_dispatch_active(", false, ")" }
2023-01-19 17:32:00 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/cursor.lua:64: 	{ "function Cursor:set(", 1, 21, ")" }
2023-01-19 17:32:00 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/cursor.lua:38: 	{ "function Cursor:show()" }
2023-01-19 17:32:00 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/config.lua:183: 	{ "function Config:get(", "sign_breakpoint_priority", ")" }
2023-01-19 17:32:00 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/config.lua:192: 	{ "function Config:get_or(", "set_scroll_off", 1, ")" }
2023-01-19 17:32:00 [DEBUG] ...m/site/pack/packer/start/nvim-gdb/lua/nvimgdb/config.lua:183: 	{ "function Config:get(", "set_scroll_off", ")" }
